item_number,description,category
twn185,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Dark Blue Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town
twn230,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Dark Purple Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town
twn276,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Medium Blue Legs, Reddish Brown Hair Short Wavy",Town
twn098,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Red Legs, Dark Brown Hair Ponytail Long with Side Bangs",Town
twn172,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Red Legs, Reddish Brown Ponytail and Swept Sideways Fringe",Town
twn206,"Orange Halter Top with Medium Blue Trim and Flowers Pattern, Sand Green Legs, Dark Orange Hair",Town
cty0473,"Orange Jacket with Hood over Light Blue Sweater, Blue Legs, Dark Orange Short Tousled Hair, Crooked Smile with Black Dimple",Town
cty0473a,"Orange Jacket with Hood over Light Blue Sweater, Blue Legs, Dark Orange Short Tousled Hair, Crooked Smile with Brown Dimple",Town
twn305,"Orange Jacket with Hood over Light Blue Sweater, Dark Blue Legs, Tan Tousled Hair, Open Lopsided Grin",Town
twn267,"Orange Jacket with Hood over Light Blue Sweater, Dark Blue Short Legs, Dark Brown Short Tousled Hair",Town
twn212,"Orange Jacket with Hood over Light Blue Sweater, Dark Tan Legs, Black Short Tousled Hair",Town
cty0314,"Orange Jacket with Hood over Light Blue Sweater, Light Bluish Gray Legs, Reddish Brown Male Hair",Town
cty0440,"Orange Jacket with Hood over Light Blue Sweater, Light Bluish Gray Short Legs, Reddish Brown Short Tousled Hair",Town
twn022,"Orange Rock Raiders Shirt, Brown Ponytail Hair, Life Jacket",Town
cty0630,"Orange Safety Vest with Reflective Stripes, Blue Legs, Red Construction Helmet, Glasses (TV Tower Technician)",Town
cty0704,"Orange Safety Vest with Reflective Stripes, Medium Blue Legs, Orange Short Bill Cap, Goatee",Town
cty0677,"Orange Safety Vest with Reflective Stripes, Medium Blue Legs, Orange Short Bill Cap, Orange Sunglasses",Town
cty0688,"Orange Safety Vest with Reflective Stripes, Medium Blue Legs, Red Construction Helmet with Headset",Town
air050,"Orange Safety Vest with Reflective Stripes, Medium Blue Legs, Red Construction Helmet, Smirk and Stubble Beard",Town
twn346,"Orange Safety Vest with Reflective Stripes, Orange Legs, Red Construction Helmet, Glasses",Town
trn241,"Orange Vest with Safety Stripes - Blue Legs, Red Construction Helmet, Orange Sunglasses",Town
ovr020,"Overalls Black with Pocket, Black Legs, Black Cap",Town
ovr013,"Overalls Black with Pocket, Black Legs, Blue Cap",Town
ovr004,"Overalls Black with Pocket, Black Legs, Light Gray Cap",Town
ovr014,"Overalls Black with Pocket, Black Legs, Red Cap",Town
ovr007,"Overalls Black with Pocket, Black Legs, Red Construction Helmet",Town
ovr021,"Overalls Black with Pocket, Black Legs, White Construction Helmet",Town
cty0268,"Overalls Blue over V-Neck Shirt, Blue Legs, Blue Short Bill Cap, Beard and Glasses",Town
cty0269,"Overalls Blue over V-Neck Shirt, Blue Legs, Blue Short Bill Cap, Eyelashes and Smile",Town
cty1291,"Overalls Blue over V-Neck Shirt, Blue Legs, Dark Green Cap, Moustache",Town
cty1006,"Overalls Blue over V-Neck Shirt, Blue Legs, Dark Red Cap, Dark Tan Angular Beard",Town
twn153,"Overalls Blue over V-Neck Shirt, Blue Legs, Orange Short Bill Cap",Town
cty0636,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Cap with Hole",Town
cty0340,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Construction Helmet",Town
twn210,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Construction Helmet, Beard",Town
cty0555,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Construction Helmet, Crooked Smile and Scar",Town
cty0202,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap",Town
cty0320,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap, Crooked Smile",Town
cty0178,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap, Glasses",Town
twn216,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap, Grin with Teeth",Town
cty0321,"Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap, Open Mouth Smile",Town
twn138,"Overalls Blue over V-Neck Shirt, Blue Legs, White Short Bill Cap",Town
twn151,"Overalls Blue over V-Neck Shirt, Blue Short Legs, Black Male Hair",Town
ovr022,"Overalls Blue with Pocket, Blue Legs, Black Cap",Town
ovr002,"Overalls Blue with Pocket, Blue Legs, Black Construction Helmet",Town
ovr015,"Overalls Blue with Pocket, Blue Legs, Black Hat",Town
trn025,"Overalls Blue with Pocket, Blue Legs, Black Male Hair",Town
ovr028,"Overalls Blue with Pocket, Blue Legs, Black Ponytail Hair",Town
trn026,"Overalls Blue with Pocket, Blue Legs, Blue Cap",Town
ovr034,"Overalls Blue with Pocket, Blue Legs, Blue Hat",Town
ovr035,"Overalls Blue with Pocket, Blue Legs, Blue Wizard / Witch Hat",Town
ovr018,"Overalls Blue with Pocket, Blue Legs, Brown Female Hair",Town
ovr012,"Overalls Blue with Pocket, Blue Legs, Brown Male Hair",Town
ovr017,"Overalls Blue with Pocket, Blue Legs, Brown Ponytail Hair",Town
ovr016,"Overalls Blue with Pocket, Blue Legs, Green Cap",Town
ovr003,"Overalls Blue with Pocket, Blue Legs, Red Cap",Town
ovr001,"Overalls Blue with Pocket, Blue Legs, Red Construction Helmet",Town
ovr029,"Overalls Blue with Pocket, Blue Legs, Red Female Hair",Town
ovr011,"Overalls Blue with Pocket, Blue Legs, White Cap",Town
cty0176,"Overalls Farmer Green, Black Short Bill Cap",Town
cty0245,"Overalls Farmer Green, Black Short Bill Cap and Glasses",Town
cty0136,"Overalls Farmer Green, Blue Cap",Town
cty0326,"Overalls Farmer Green, Dark Bluish Gray Knit Cap",Town
cty0161,"Overalls Farmer Green, Dark Brown Short Tousled Hair",Town
cty0521,"Overalls Farmer Green, Dark Brown Short Tousled Hair, Standard Grin",Town
cty0499,"Overalls Farmer Green, Green Cap with Hole, Brown Moustache and Goatee",Town
twn055,"Overalls Farmer Green, Light Bluish Gray Hair, Glasses",Town
cty0296,"Overalls Farmer Green, Lime Short Bill Cap",Town
cty0399,"Overalls Farmer Green, Red Cap with Hole, Headphones",Town
twn106,"Overalls Farmer Green, Red Construction Helmet",Town
twn115,"Overalls Farmer Green, Red Short Bill Cap",Town
cty0170,"Overalls Farmer Green, Red Short Bill Cap, Beard and Glasses",Town
cty0058,"Overalls Farmer Green, Reddish Brown Male Hair (Undetermined Eyebrows)",Town
cty0058a,"Overalls Farmer Green, Reddish Brown Male Hair, Black Eyebrows",Town
cty0058b,"Overalls Farmer Green, Reddish Brown Male Hair, Reddish Brown Eyebrows",Town
cty0133,"Overalls Farmer Green, Tan Fedora, Beard and Glasses",Town
cty0059,"Overalls Farmer Green, Tan Ponytail Hair",Town
ovr037,"Overalls Green with Pocket, Green Legs, Blue Cap with Long Flat Bill, Smirk and Stubble Beard",Town
ovr037a,"Overalls Green with Pocket, Green Legs, Blue Cap with Short Curved Bill, Smirk and Stubble Beard",Town
ovr040,"Overalls Green with Pocket, Green Legs, Blue Cap, Thin Grin with Teeth",Town
ovr027,"Overalls Green with Pocket, Green Legs, Dark Bluish Gray Knit Cap, Beard",Town
ovr019,"Overalls Green with Pocket, Green Legs, Green Cap, Standard Grin",Town
ovr032,"Overalls Green with Pocket, Green Legs, Light Bluish Gray Male Hair",Town
ovr036,"Overalls Green with Pocket, Green Legs, Tan Fedora",Town
ovr041,"Overalls Green with Pocket, Light Bluish Gray Legs, Orange Sunglasses, Reddish Brown Hair",Town
ovr023,"Overalls Light Gray with Pocket, Light Gray Legs, White Cap - Glued",Town
ovr010,"Overalls Red with Pocket, Red Legs, Black Male Hair",Town
ovr009,"Overalls Red with Pocket, Red Legs, Black Pigtails Hair",Town
ovr026,"Overalls Red with Pocket, Red Legs, Black Ponytail Hair",Town
ovr008,"Overalls Red with Pocket, Red Legs, Red Cap",Town
ovr005,"Overalls Red with Pocket, Red Legs, Red Construction Helmet",Town
ovr006,"Overalls Red with Pocket, Red Legs, White Cap",Town
ovr025,"Overalls Striped Blue with Pocket, Blue Legs, Black Cap, Standard Grin",Town
ovr033,"Overalls Striped Blue with Pocket, Blue Legs, Black Female Hair",Town
ovr024,"Overalls Striped Blue with Pocket, Blue Legs, Blue Helmet, Trans-Black Visor",Town
ovr031,"Overalls Striped Blue with Pocket, Blue Legs, Red Construction Helmet, Cheek Lines, Dark Bluish Gray Hands",Town
ovr030,"Overalls Striped Blue with Pocket, Blue Legs, Red Construction Helmet, Silver Glasses and Eyebrows",Town
ovr038,"Overalls Striped Blue with Pocket, Blue Legs, Red Short Bill Cap, Beard Around Mouth",Town
con005,"Overalls with Safety Stripe Blue, Brown Cavalry Cap",Town
con002,"Overalls with Safety Stripe Blue, White Construction Helmet",Town
twn123a,"Overalls with Safety Stripe Orange, Black Legs, Dark Bluish Gray Knit Cap, Black Legs, Black Eyebrows, Thin Grin",Town
twn123,"Overalls with Safety Stripe Orange, Black Legs, Dark Bluish Gray Knit Cap, Brown Eyebrows, Thin Grin",Town
cty0042,"Overalls with Safety Stripe Orange, Blue Legs, Blue Cap, Smirk and Stubble Beard",Town
cty0238,"Overalls with Safety Stripe Orange, Orange Legs and Dark Bluish Gray Hips, Black Knit Cap",Town
air033,"Overalls with Safety Stripe Orange, Orange Legs, Black Cap, Smirk and Stubble Beard",Town
cty0427,"Overalls with Safety Stripe Orange, Orange Legs, Black Knit Cap (Dock Worker)",Town
cty0428,"Overalls with Safety Stripe Orange, Orange Legs, Black Knit Cap, Glasses (Crane Operator)",Town
cty0365,"Overalls with Safety Stripe Orange, Orange Legs, Black Short Bill Cap, Brown Eyebrows and Open Smile",Town
twn232,"Overalls with Safety Stripe Orange, Orange Legs, Blue Cap with Hole, Lopsided Grin",Town
cty0459,"Overalls with Safety Stripe Orange, Orange Legs, Blue Short Bill Cap, Brown Beard (Tow Truck Driver)",Town
cty0945,"Overalls with Safety Stripe Orange, Orange Legs, Blue Short Bill Cap, Dark Tan Angular Beard",Town
cty0609,"Overalls with Safety Stripe Orange, Orange Legs, Blue Short Bill Cap, Thin Grin",Town
cty0215,"Overalls with Safety Stripe Orange, Orange Legs, Dark Brown Tousled Hair, Open Grin and Freckles",Town
twn174,"Overalls with Safety Stripe Orange, Orange Legs, Orange Short Bill Cap, Thin Grin with Teeth",Town
cty0096,"Overalls with Safety Stripe Orange, Orange Legs, Red Construction Helmet, Beard and Glasses",Town
con011,"Overalls with Safety Stripe Orange, Orange Legs, Red Construction Helmet, Lopsided Smile",Town
cty0079,"Overalls with Safety Stripe Orange, Orange Legs, Red Construction Helmet, Smirk and Stubble Beard",Town
cty0011,"Overalls with Safety Stripe Orange, Orange Legs, Red Construction Helmet, Straight Smile",Town
cty0188,"Overalls with Safety Stripe Orange, Orange Legs, Red Short Bill Cap, Open Grin",Town
cty0294,"Overalls with Safety Stripe Orange, Orange Legs, Red Short Bill Cap, Silver Sunglasses",Town
cty0064,"Overalls with Safety Stripe Orange, Reddish Brown Legs, Dark Bluish Gray Knit Cap",Town
ovr039,"Overalls with Tools in Pocket Blue, Black Cap, Glasses",Town
boat010,"Overalls with Tools in Pocket Blue, Black Knit Cap",Town
cty0076,"Overalls with Tools in Pocket Blue, Black Knit Cap, Cheek Lines",Town
boat011,"Overalls with Tools in Pocket Blue, Black Knit Cap, Smirk and Stubble Beard",Town
cty0335,"Overalls with Tools in Pocket Blue, Black Short Bill Cap, Chin Dimple",Town
cty0544,"Overalls with Tools in Pocket Blue, Blue Cap with Hole, Beard and Glasses",Town
cty0574,"Overalls with Tools in Pocket Blue, Blue Cap with Hole, Brown Moustache and Goatee",Town
cty0526,"Overalls with Tools in Pocket Blue, Blue Cap with Hole, Sweat Drops",Town
cty0048,"Overalls with Tools in Pocket Blue, Blue Cap, Beard Around Mouth",Town
cty0050,"Overalls with Tools in Pocket Blue, Blue Cap, Messy Red Hair",Town
cty0114,"Overalls with Tools in Pocket Blue, Blue Cap, Silver Sunglasses",Town
cty0213,"Overalls with Tools in Pocket Blue, Blue Cap, Standard Grin",Town
cty0367,"Overalls with Tools in Pocket Blue, Blue Short Bill Cap, Thin Grin",Town
cty0247,"Overalls with Tools in Pocket Blue, Dark Bluish Gray Knit Cap",Town
cty0214,"Overalls with Tools in Pocket Blue, Orange Short Bill Cap, Blue Short Legs, D-Basket (Undetermined Eyebrows)",Town
cty0214a,"Overalls with Tools in Pocket Blue, Orange Short Bill Cap, Blue Short Legs, D-Basket, Black Eyebrows",Town
cty0214b,"Overalls with Tools in Pocket Blue, Orange Short Bill Cap, Blue Short Legs, D-Basket, Reddish Brown Eyebrows",Town
cty0398,"Overalls with Tools in Pocket Blue, Orange Short Bill Cap, Safety Goggles",Town
air031,"Overalls with Tools in Pocket Blue, Red Cap",Town
cty0570,"Overalls with Tools in Pocket Blue, Red Cap with Hole, Brown Moustache and Goatee",Town
cty0159,"Overalls with Tools in Pocket Blue, Red Construction Helmet, Beard Around Mouth",Town
cty0291,"Overalls with Tools in Pocket Blue, Red Construction Helmet, Black Eyebrows, Thin Grin",Town
trn141,"Overalls with Tools in Pocket Blue, Red Construction Helmet, Cheek Lines",Town
cty0029,"Overalls with Tools in Pocket Blue, Red Construction Helmet, Silver Sunglasses",Town
cty0104,"Overalls with Tools in Pocket Blue, Red Construction Helmet, Smirk and Stubble Beard",Town
twn088,"Overalls with Tools in Pocket Blue, Red Short Bill Cap, Dark Blue Short Legs",Town
cty0402,"Overalls with Tools in Pocket Blue, Red Short Bill Cap, Eyelashes and Red Lips",Town
twn072,"Overalls with Tools in Pocket Blue, Reddish Brown Hair Female Short Curled Ends",Town
twn086,"Overalls with Tools in Pocket Blue, Reddish Brown Ponytail Hair, Lipstick, Dark Blue Short Legs",Town
cty0430,"Overalls with Tools in Pocket, Dark Bluish Gray Smooth Hair",Town
cty0718,Painter,Town
twn036,"Palm Tree - Black Legs, Brown Ponytail Hair",Town
trn079,"Palm Tree - Black Short Legs, Green Cap",Town
trn036,"Palm Tree - Blue Legs, Blue Cap",Town
par021,"Palm Tree - Light Gray Legs, Blue Cap",Town
twn039,"Palm Tree - Red Legs, Black Female Hair",Town
twn043,"Palm Tree - Red Legs, Brown Female Hair",Town
par020,"Palm Tree - Yellow Legs, Black Ponytail Hair",Town
par019,"Palm Tree - Yellow Legs, Red Ponytail Hair",Town
cty0607,"Paramedic - Pilot Female, Red Helmet",Town
cty0539,"Paramedic - Pilot Male, White Helmet",Town
cty0271,"Paramedic - Red Uniform, Female, Black Bob Cut Hair",Town
cty0317,"Paramedic - Red Uniform, Female, Blue Short Bill Cap",Town
cty0394,"Paramedic - Red Uniform, Male, Blue Short Bill Cap",Town
cty0608,"Paramedic - Red Uniform, Male, Red Short Bill Cap",Town
cty0272,"Paramedic - Red Uniform, Male, Tousled Hair",Town
cty0952,Park Visitor,Town
cty1353,"Park Worker, Male with Tan Shirt with Pockets, Dark Green Legs and Cap",Town
cty1290,"Patient - Head Bandage, Plaid Button Shirt, Dark Tan Legs",Town
twn019s2,"Patron - Black Suit with Red Tie (Torso Sticker), Black Legs, Black Cowboy Hat",Town
twn019s,"Patron - Black Suit with Two Buttons and Red Tie (Torso Sticker), Black Legs, Black Cowboy Hat",Town
twn019,"Patron - Black Torso (without Torso Sticker), Black Legs, Black Cowboy Hat",Town
twn018,"Patron - Black Torso with Pockets and Collar (Torso Sticker), Blue Legs, Black Pigtails Hair",Town
twn017,"Patron - Red Torso with Buttons and Collar (Torso Sticker), Blue Legs, Black Pigtails Hair",Town
twn012,Patron - Town Square,Town
cty1418,"Personal Trainer - Female, Red Ball Cap with Reddish Brown Ponytail",Town
twn179,Photographer,Town
twn271,Photographer - Sweatshirt,Town
twn364,"Pilot - Dark Orange Jumpsuit, Dark Orange Legs with Straps, White Helmet, Trans-Clear Visor, Black and Silver Sunglasses",Town
cty1189,"Pilot - Female, Reddish Brown Hair, White Shirt with Dark Blue Tie, Black Legs",Town
cty0738,Pilot - Race Plane,Town
cty1199,Pilot Rivera,Town
cty0947,"Pilot, Female, Short Reddish Brown Hair, Blue Airline Uniform",Town
twn032,"Pinstripe Suit Jacket, Black Legs, Dark Red Hat, Standard Grin",Town
cty0353,"Pinstripe Vest, Red Tie and Pocket Watch, Dark Bluish Gray Legs, Light Bluish Gray Male Hair",Town
twn342,Pirate Boy,Town
twn343,Pirate Girl,Town
twn332,"Pirate Man, Striped Red and White Shirt Under Blue Vest, Red Bandana, Left Eye Patch and 3 Gold Teeth, Dark Tan Legs",Town
cty1089,"Pizza Delivery Guy - Hooded Sweatshirt, Dark Blue Legs, Black Helmet",Town
cty0711,"Pizza Van Chef, Black Legs, Reddish Brown Moustache",Town
cty0710,"Pizza Van Customer Female, Bright Light Blue Hoodie with Swirl Flower Pattern, Dark Brown Hair",Town
cty0726,"Plaid Button Shirt Front and Back, Tan Legs, Dark Orange Tousled Hair",Town
twn219a,"Plaid Button Shirt with Back Print, Dark Tan Legs, Dark Bluish Gray Knit Cap, Standard Grin (Pool Player)",Town
twn081,"Plaid Button Shirt, Black Legs, Reddish Brown Male Hair, Dark Orange Goatee and Eyebrows",Town
twn150,"Plaid Button Shirt, Black Legs, Reddish Brown Male Hair, Reddish Brown Beard and Eyebrows",Town
twn195,"Plaid Button Shirt, Blue Legs, Black Hat, Lopsided Smile with Dimple (Truck Driver)",Town
cty0083,"Plaid Button Shirt, Blue Legs, Black Male Hair, Smirk and Stubble Beard",Town
cty0177,"Plaid Button Shirt, Blue Legs, Dark Brown Short Tousled Hair, Lopsided Grin with Teeth",Town
cty0232a,"Plaid Button Shirt, Blue Legs, Dark Orange Short Tousled Hair, Yellow Life Jacket Center Buckle, Thin Grin with Teeth",Town
cty0232,"Plaid Button Shirt, Blue Legs, Dark Orange Short Tousled Hair, Yellow Life Jacket, Thin Grin with Teeth",Town
twn125,"Plaid Button Shirt, Blue Short Legs, Dark Blue Hood, Lopsided Smile with Dimple",Town
cty0163,"Plaid Button Shirt, Dark Blue Legs, Red Short Bill Cap, Silver Sunglasses",Town
cty0126,"Plaid Button Shirt, Dark Bluish Gray Legs, Red Construction Helmet, Glasses, Gray Beard",Town
cty0103,"Plaid Button Shirt, Dark Bluish Gray Legs, Reddish Brown Male Hair, Silver Sunglasses",Town
wc002,"Plaid Button Shirt, Dark Gray Legs, Dark Gray Knit Cap, White Teeth with Gold Tooth, Stubble (Armored Car Bandit)",Town
twn080,"Plaid Button Shirt, Dark Green Legs, Dark Red Hat, Glasses, Reddish Brown Beard (Carousel Operator)",Town
twn255,"Plaid Button Shirt, Dark Tan Legs, Black Tousled Hair, Lopsided Grin, Chin Dimple",Town
twn219,"Plaid Button Shirt, Dark Tan Legs, Dark Bluish Gray Knit Cap, Standard Grin (Pool Player)",Town
cty0325,"Plaid Button Shirt, Dark Tan Legs, Dark Red Short Bill Cap, Dark Bluish Gray Beard and Eyebrows",Town
twn246,"Plaid Button Shirt, Dark Tan Legs, Red Cap with Hole, Lopsided Grin with Teeth",Town
trn124,"Plaid Button Shirt, Light Bluish Gray Legs, Black Male Hair, Stubble",Town
cty0146,"Plaid Button Shirt, Light Bluish Gray Legs, Black Male Hair, Thin Grin with Teeth",Town
cty0625,"Plaid Button Shirt, Light Bluish Gray Legs, Dark Brown Short Tousled Hair",Town
cty0270,"Plaid Button Shirt, Light Bluish Gray Legs, Dark Tan Male Hair, Glasses",Town
cty0082,"Plaid Button Shirt, Light Bluish Gray Legs, Reddish Brown Flat Top, Bushy Moustache",Town
